timestamp,data,sensor_ID,unit_ID,group_ID
1430296500,2212,3,2,2
1430296510,2107,3,2,2
1430296520,1615,3,2,2
1430296530,2017,3,2,2
1430296540,1839,3,2,2
1430296550,2184,3,2,2
1430296560,1550,3,2,2
1430296570,2260,3,2,2
1430296580,2228,3,2,2
1430296590,1708,3,2,2
1430296600,1574,3,2,2
1430296610,2091,3,2,2
1430296620,1573,3,2,2
1430296630,2286,3,2,2
1430296640,2053,3,2,2
1430296650,2207,3,2,2
1430296660,2289,3,2,2
1430296670,2463,3,2,2
1430296680,2384,3,2,2
1430296690,1733,3,2,2
1430296700,2037,3,2,2
1430296710,1583,3,2,2
1430296720,2211,3,2,2
1430296730,1749,3,2,2
1430296740,1625,3,2,2
1430296750,1813,3,2,2
1430296760,1599,3,2,2
1430296770,2034,3,2,2
1430296780,2488,3,2,2
1430296790,2130,3,2,2
1430296800,1713,3,2,2
1430296810,2206,3,2,2
1430296820,2024,3,2,2
1430296830,1734,3,2,2
1430296840,1871,3,2,2
1430296850,2026,3,2,2
1430296860,1991,3,2,2
1430296870,1993,3,2,2
1430296880,2382,3,2,2
1430296890,1839,3,2,2
1430296900,1707,3,2,2
1430296910,2008,3,2,2
1430296920,1849,3,2,2
1430296930,2399,3,2,2
1430296940,2274,3,2,2
1430296950,2161,3,2,2
1430296960,2087,3,2,2
1430296970,2365,3,2,2
1430296980,2282,3,2,2
1430296990,2378,3,2,2
1430297000,2017,3,2,2
1430297010,2249,3,2,2
1430297020,2212,3,2,2
1430297030,1880,3,2,2
1430297040,1849,3,2,2
1430297050,1883,3,2,2
1430297060,1564,3,2,2
1430297070,1863,3,2,2
1430297080,2080,3,2,2
1430297090,2145,3,2,2
1430297100,1657,3,2,2
1430297110,1951,3,2,2
1430297120,1525,3,2,2
1430297130,1614,3,2,2
1430297140,1604,3,2,2
1430297150,1765,3,2,2
1430297160,1973,3,2,2
1430297170,2289,3,2,2
1430297180,2060,3,2,2
1430297190,2220,3,2,2
1430297200,2387,3,2,2
1430297210,1676,3,2,2
1430297220,1715,3,2,2
1430297230,1630,3,2,2
1430297240,1655,3,2,2
1430297250,2381,3,2,2
1430297260,2388,3,2,2
1430297270,1867,3,2,2
1430297280,1504,3,2,2
1430297290,1610,3,2,2
1430297300,2494,3,2,2
1430297310,1518,3,2,2
