timestamp,data,sensor_ID,unit_ID,group_ID
1430296500,2212,3,1,2
1430296510,2107,3,1,2
1430296520,1931,3,1,2
1430296530,1695,3,1,2
1430296540,2167,3,1,2
1430296550,2375,3,1,2
1430296560,1780,3,1,2
1430296570,2224,3,1,2
1430296580,1792,3,1,2
1430296590,2400,3,1,2
1430296600,2122,3,1,2
1430296610,1817,3,1,2
1430296620,2147,3,1,2
1430296630,2149,3,1,2
1430296640,2168,3,1,2
1430296650,1559,3,1,2
1430296660,1855,3,1,2
1430296670,2258,3,1,2
1430296680,1969,3,1,2
1430296690,2430,3,1,2
1430296700,1979,3,1,2
1430296710,1706,3,1,2
1430296720,2255,3,1,2
1430296730,1524,3,1,2
1430296740,2239,3,1,2
1430296750,2202,3,1,2
1430296760,2062,3,1,2
1430296770,1509,3,1,2
1430296780,2048,3,1,2
1430296790,1931,3,1,2
1430296800,2378,3,1,2
1430296810,1590,3,1,2
1430296820,1805,3,1,2
1430296830,1664,3,1,2
1430296840,1852,3,1,2
1430296850,2307,3,1,2
1430296860,2479,3,1,2
1430296870,2316,3,1,2
1430296880,1779,3,1,2
1430296890,2197,3,1,2
1430296900,1774,3,1,2
1430296910,2330,3,1,2
1430296920,2493,3,1,2
1430296930,2153,3,1,2
1430296940,1975,3,1,2
1430296950,2491,3,1,2
1430296960,2091,3,1,2
1430296970,2490,3,1,2
1430296980,2149,3,1,2
1430296990,1707,3,1,2
1430297000,2253,3,1,2
1430297010,2011,3,1,2
1430297020,2052,3,1,2
1430297030,2222,3,1,2
1430297040,2277,3,1,2
1430297050,2218,3,1,2
1430297060,2306,3,1,2
1430297070,2448,3,1,2
1430297080,1889,3,1,2
1430297090,2288,3,1,2
1430297100,1689,3,1,2
1430297110,1889,3,1,2
1430297120,1974,3,1,2
1430297130,2129,3,1,2
1430297140,2426,3,1,2
1430297150,2498,3,1,2
1430297160,1687,3,1,2
1430297170,1822,3,1,2
1430297180,2143,3,1,2
1430297190,1832,3,1,2
1430297200,1807,3,1,2
1430297210,2016,3,1,2
1430297220,1563,3,1,2
1430297230,1517,3,1,2
1430297240,2319,3,1,2
1430297250,2242,3,1,2
1430297260,1723,3,1,2
1430297270,1880,3,1,2
1430297280,1714,3,1,2
1430297290,2330,3,1,2
1430297300,2096,3,1,2
1430297310,1680,3,1,2
1430297320,1572,3,1,2
1430297330,1868,3,1,2
1430297340,2043,3,1,2
1430297350,1726,3,1,2
1430297360,1949,3,1,2
1430297370,1644,3,1,2
1430297380,1785,3,1,2
1430297390,2104,3,1,2
1430297400,1856,3,1,2
1430297410,1820,3,1,2
1430297420,1991,3,1,2
1430297430,1613,3,1,2
1430297440,1654,3,1,2
1430297450,2457,3,1,2
1430297460,2453,3,1,2
1430297470,2209,3,1,2
1430297480,1535,3,1,2
1430297490,1927,3,1,2
1430297500,2205,3,1,2
1430297510,2202,3,1,2
1430297520,1953,3,1,2
1430297530,1886,3,1,2
1430297540,1926,3,1,2
1430297550,2484,3,1,2
1430297560,1556,3,1,2
1430297570,2024,3,1,2
1430297580,2188,3,1,2
1430297590,1859,3,1,2
1430297600,1744,3,1,2
1430297610,2142,3,1,2
1430297620,2199,3,1,2
1430297630,2135,3,1,2
1430297640,2069,3,1,2
1430297650,2186,3,1,2
1430297660,1924,3,1,2
1430297670,2487,3,1,2
1430297680,2155,3,1,2
1430297690,1917,3,1,2
1430297700,2308,3,1,2
1430297710,2073,3,1,2
1430297720,1741,3,1,2
1430297730,2093,3,1,2
1430297740,1931,3,1,2
1430297750,1730,3,1,2
1430297760,1837,3,1,2
1430297770,1909,3,1,2
1430297780,1839,3,1,2
1430297790,2024,3,1,2
1430297800,1868,3,1,2
1430297810,1873,3,1,2
1430297820,1786,3,1,2
1430297830,1567,3,1,2
1430297840,1993,3,1,2
1430297850,1967,3,1,2
1430297860,1628,3,1,2
1430297870,1691,3,1,2
1430297880,2174,3,1,2
1430297890,1801,3,1,2
1430297900,1686,3,1,2
1430297910,1622,3,1,2
1430297920,1686,3,1,2
1430297930,2405,3,1,2
1430297940,2130,3,1,2
1430297950,1633,3,1,2
1430297960,2040,3,1,2
1430297970,2291,3,1,2
1430297980,1698,3,1,2
1430297990,2317,3,1,2
1430298000,2490,3,1,2
1430298010,2019,3,1,2
1430298020,2475,3,1,2
1430298030,2365,3,1,2
1430298040,1610,3,1,2
1430298050,2464,3,1,2
1430298060,1714,3,1,2
1430298070,1782,3,1,2
1430298080,1662,3,1,2
1430298090,2281,3,1,2
1430298100,2408,3,1,2
1430298110,2095,3,1,2
1430298120,2419,3,1,2
1430298130,2208,3,1,2
1430298140,2401,3,1,2
1430298150,2028,3,1,2
1430298160,1726,3,1,2
1430298170,2246,3,1,2
1430298180,1624,3,1,2
1430298190,1748,3,1,2
1430298200,2338,3,1,2
1430298210,1915,3,1,2
1430298220,1784,3,1,2
1430298230,2158,3,1,2
1430298240,1792,3,1,2
1430298250,1595,3,1,2
1430298260,2362,3,1,2
1430298270,2148,3,1,2
1430298280,1866,3,1,2
1430298290,2171,3,1,2
1430298300,2292,3,1,2
1430298310,1893,3,1,2
1430298320,2228,3,1,2
1430298330,2195,3,1,2
1430298340,1848,3,1,2
1430298350,1676,3,1,2
1430298360,1877,3,1,2
1430298370,1654,3,1,2
1430298380,2344,3,1,2
1430298390,2471,3,1,2
1430298400,1931,3,1,2
1430298410,1734,3,1,2
1430298420,1997,3,1,2
1430298430,1967,3,1,2
1430298440,2270,3,1,2
1430298450,2196,3,1,2
1430298460,2070,3,1,2
1430298470,1980,3,1,2
1430298480,1698,3,1,2
1430298490,1835,3,1,2
1430298500,1649,3,1,2
1430298510,2214,3,1,2
1430298520,1617,3,1,2
1430298530,2337,3,1,2
1430298540,1525,3,1,2
1430298550,1655,3,1,2
1430298560,2460,3,1,2
1430298570,2482,3,1,2
1430298580,2145,3,1,2
1430298590,1978,3,1,2
1430298600,2008,3,1,2
1430298610,2115,3,1,2
1430298620,2130,3,1,2
1430298630,1932,3,1,2
1430298640,1993,3,1,2
1430298650,2267,3,1,2
1430298660,1806,3,1,2
1430298670,2291,3,1,2
1430298680,2396,3,1,2
1430298690,2398,3,1,2
1430298700,2309,3,1,2
1430298710,2237,3,1,2
1430298720,2262,3,1,2
1430298730,1569,3,1,2
1430298740,2042,3,1,2
1430298750,2206,3,1,2
1430298760,1895,3,1,2
1430298770,1766,3,1,2
1430298780,2374,3,1,2
1430298790,1645,3,1,2
1430298800,1525,3,1,2
1430298810,2272,3,1,2
1430298820,1620,3,1,2
1430298830,1711,3,1,2
1430298840,2118,3,1,2
1430298850,2329,3,1,2
1430298860,2244,3,1,2
1430298870,2125,3,1,2
1430298880,1792,3,1,2
1430298890,2308,3,1,2
1430298900,2138,3,1,2
1430298910,2326,3,1,2
1430298920,1970,3,1,2
1430298930,2322,3,1,2
1430298940,1863,3,1,2
1430298950,2378,3,1,2
1430298960,1671,3,1,2
1430298970,2013,3,1,2
1430298980,1814,3,1,2
1430298990,2112,3,1,2
1430299000,2346,3,1,2
1430299010,2213,3,1,2
1430299020,1708,3,1,2
1430299030,2400,3,1,2
1430299040,1777,3,1,2
1430299050,2129,3,1,2
1430299060,1995,3,1,2
1430299070,1919,3,1,2
1430299080,2435,3,1,2
1430299090,2162,3,1,2
1430299100,2211,3,1,2
1430299110,1690,3,1,2
1430299120,2145,3,1,2
1430299130,2347,3,1,2
1430299140,2116,3,1,2
1430299150,1546,3,1,2
1430299160,1776,3,1,2
1430299170,2450,3,1,2
1430299180,1781,3,1,2
1430299190,2227,3,1,2
1430299200,1543,3,1,2
1430299210,2353,3,1,2
1430299220,1990,3,1,2
1430299230,2190,3,1,2
1430299240,1531,3,1,2
1430299250,1670,3,1,2
1430299260,1599,3,1,2
1430299270,2017,3,1,2
1430299280,2281,3,1,2
1430299290,2449,3,1,2
1430299300,1851,3,1,2
1430299310,2132,3,1,2
1430299320,1723,3,1,2
1430299330,1762,3,1,2
1430299340,2483,3,1,2
1430299350,1691,3,1,2
1430299360,2044,3,1,2
1430299370,1705,3,1,2
1430299380,2209,3,1,2
1430299390,1657,3,1,2
1430299400,2158,3,1,2
1430299410,2484,3,1,2
1430299420,2395,3,1,2
1430299430,2111,3,1,2
1430299440,2454,3,1,2
1430299450,1683,3,1,2
1430299460,2424,3,1,2
1430299470,1637,3,1,2
1430299480,1999,3,1,2
1430299490,1668,3,1,2
1430299500,1560,3,1,2
1430299510,2091,3,1,2
1430299520,2419,3,1,2
1430299530,2214,3,1,2
1430299540,1556,3,1,2
1430299550,2483,3,1,2
1430299560,1679,3,1,2
1430299570,1842,3,1,2
1430299580,1614,3,1,2
1430299590,1647,3,1,2
1430299600,2400,3,1,2
1430299610,2231,3,1,2
1430299620,2210,3,1,2
1430299630,2376,3,1,2
1430299640,1781,3,1,2
1430299650,1526,3,1,2
1430299660,1818,3,1,2
1430299670,2469,3,1,2
1430299680,2109,3,1,2
